SUBJECT_EN,TERM_EN,TERM_EN_PARAMETER,ABBREVIATION_EN,ABBREVIATION_EN_PARAMETER,SYNONYMS_EN,SYNONYMS_EN_PARAMETERS,TEXTUAL_SUPPORT_1_EN,TEXTUAL_SUPPORT_2_EN,TEXTUAL_SUPPORT_3_EN,DOMAINE_FR,TERME_FR,TERME_FR_PARAMETRE,ABBREVIATION_FR,ABBREVIATION_FR_PARAMETRE,SYNONYMES_FR,SYNONYMES_FR_PARAMETRE,JUSTIFICATION_1_FR,JUSTIFICATION_2_FR,JUSTIFICATION_3_FR,UNIVERSAL_ENTRIES,DOM_SUBJ_ES,TERME_TERM_ES,TERME_TERM_PARAM_ES,ABBR_ES,ABBR_PARAM_ES,SYNO_ES,SYNO_PARAM_ES,JUST_TEXTSUPP_1_ES,JUST_TEXTSUPP_2_ES,JUST_TEXTSUPP_3_ES,DOM_SUBJ_PT,TERME_TERM_PT,TERME_TERM_PARAM_PT,ABBR_PT,ABBR_PARAM_PT,SYNO_PT,SYNO_PARAM_PT,JUST_TEXTSUPP_1_PT,JUST_TEXTSUPP_2_PT,JUST_TEXTSUPP_3_PT
Wrestling,"Edmonton Boxing & Wrestling Commission","correct,Alberta",,,,,"OBS: Title confirmed by the organization.",,,Lutte,"Edmonton Boxing & Wrestling Commission","correct,feminine noun,Alberta",,,,,"OBS: Appellation confirmée par l'organisme.",,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"medical commission of FILA",,,,,,"OBS: Rules/refereeing.","OBS: FILA: International Federation of Associated Wrestling Styles.",,Lutte,"commission médicale de la FILA","feminine noun",,,,,"OBS: Terme de lutte gréco-romaine.","OBS: Règlement/arbitrage.","OBS: FILA : Fédération internationale de luttes associées.",,,,,,,,,,,,,,,,,,,,,
Wrestling,"traditional Inuit wrestling",,,,,,,,,Lutte,"lutte traditionnelle [inuite]","proposal,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"super heavyweight",correct,,,"superheavyweight;super-heavyweight;super heavy",correct;correct,"CONT: [In weightlifting,] contestants are divided into 10 body-weight categories from flyweight to superheavyweight.","OBS: [In amateur boxing,] a ... boxer who weighs more than 201 pounds.","OBS: Wrestling: over 100 kg.",Lutte,"poids super-lourd","correct,masculine noun",,,,,"OBS: Boxe : plus de 91 kg.","OBS: Lutte et catch : plus de 100 kg.",,,Lucha,"peso super pesado","correct,masculine noun",,,"súper pesado;super pesado","correct,masculine noun;correct,masculine noun","OBS: A partir de 91 kg para varones.",,,,,,,,,,,,
Wrestling,"Wrestling Committee",,,,,,,,,Lutte,"Comité sur la lutte",,,,,,"OBS: Santé juillet 1965",,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"competitor underneath",,,,,,,,,Lutte,"concurrent en dessous",,,,,,"OBS: Langen,lutte,127cp/12.74.",,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"good mornings",,,,,,,,,Lutte,"redressements assis à partir de la position verticale avec partenaire",,,,,,"OBS: Fédération de lutte amateur du Québec.",,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"step through above knee",,,,,,,,,Lutte,"passage de la jambe",,,,,,"OBS: Fédération de lutte amateur du Québec.",,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"attack area",,,,,,,,,Lutte,"région d'attaque","feminine noun",,,"zone d'attaque;zone offensive","feminine noun;feminine noun",,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"standing position",,,,,,,,,Lutte,"garde haute","feminine noun",,,"garde debout","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"tight waist to the side",,,,"side waist-hold;sidewaist-lock",,,,,Lutte,"ceinture de côté","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"situation wrestling",,,,,,,,,Lutte,"lutte en situation de combat","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,resin,correct,,,,,"CONT: An alternative to chalk. Resin (or """"pine tree resin"""" to use its full name) is made from the yucky stuff that sticks to your hands when you touch a pine tree. Because resin is mostly colorless, it is preferred to chalk in some areas.","PHR: Resin powder.",,Lutte,résine,"correct,feminine noun",,,,,"PHR: Poudre de résine.",,,,Lucha,resina,"correct,feminine noun",,,,,,,,,,,,,,,,,
Wrestling,hold,noun,,,,,,,,Lutte,prise,"feminine noun",,,saisie,"feminine noun",,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"rosin powder",correct,,,"rosin mixture;colophony powder;resin powder",correct;correct;correct,"CONT: Rosin mixture improves traction on floors and shoe soles. Doubly effective when sprinkled on hands for moisture absorption. Natural wood rosin mixture.","CONT: Rosin Powder. Grip-improving powdered rosin. Apply to athletes' hands or soles of basketball shoes for improved traction. Dust on handles of basketball and softball bats for improved grip.","OBS: Rosin - Dried resin. Used for purposes ranging from cosmetics, pharmaceuticals, paper coatings, and even baseball player """"stickum"""".",Lutte,colophane,"correct,feminine noun",,,"poudre de résine","correct,feminine noun","DEF: Poudre élaborée à partir de la sève des sapins elle se met sous les semelles des chaussons pour éviter de glisser.","CONT: La colophane elle, est hydrofuge, biodégradable et héliodégradable. Elle permet l'adhérence des mains et des pieds.",,,Lucha,colofonía,"correct,feminine noun",,,,,"CONT: Fabricación y envasado de carbonato de magnesio y colofonía aplicado para la escalada y el deporte.",,,,,,,,,,,,
Wrestling,"Greco-Roman wrestling competition",,,,,,"OBS: Events.",,,Lutte,"épreuve de lutte gréco-romaine","feminine noun",,,,,"OBS: Épreuves.",,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"blue uniform",,,,,,"OBS: Facilities/equipment.",,,Lutte,"maillot bleu","masculine noun",,,,,"OBS: Terme de lutte gréco-romaine.","OBS: Installations/matériel.",,,,,,,,,,,,,,,,,,,,,,
Wrestling,"weighing-in committee",,,,,,"OBS: Rules/refereeing.",,,Lutte,"commission de la pesée","feminine noun",,,,,"OBS: Terme de lutte gréco-romaine.","OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,
Wrestling,"winner by default",,,,,,"OBS: Rules/refereeing.",,,Lutte,"vainqueur par forfait","masculine noun",,,,,"OBS: Terme de lutte gréco-romaine.","OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,
Wrestling,"Nova Scotia Arm Wrestling Association",correct,NSAWA,correct,,,"OBS: Mission: To oversee [and] promote the sport of arm wrestling in Nova Scotia.",,,Lutte,"Nova Scotia Arm Wrestling Association",correct,NSAWA,correct,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"Greco-Roman wrestler",,,,,,,,,Lutte,"lutteur gréco-romain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"loss by fall",,,,"loss on fall",,,,,Lutte,"défaite par tomber","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"loosen the hold",verb,,,,,,,,Lutte,"desserrer une prise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"change of the holds",,,,,,,,,Lutte,"changement de prises","masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"ankle hold",,,,,,,,,Lutte,"prise de cheville","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,"decision win",,,,,,,,,Lutte,"victoire par décision","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestling,breakdown,verb,,,,,,,,Lutte,écraser,,,,,,"CONT: écraser l'adversaire.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",waza,"correct,see observation",,,technique,"correct,see observation","OBS: ... waza is most commonly translated as technique(s), and is often used in conjunction with descriptive terms (e.g., nage-waza = throwing techniques).","OBS: Specifically judo. Technique/tactics.",,"Arts martiaux",waza,"correct,see observation,masculine noun",,,technique,"correct,see observation,feminine noun","CONT: Présenter un Kansetzu-waza et un Shime-waza à partir de chaque position de base du combat au sol.","OBS: [...] waza désigne plutôt un groupe de techniques qu'une technique. Ainsi, on parle de «ne waza» pour désigner les techniques au sol.","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Ontario Jiu-Jitsu Association",correct,OJA,correct,"Ontario Jiu Jitsu Association",correct,"OBS: OJA is dedicated to the highest level of excellence in the planning, implementation and review of each of its programs and operations.  The effort is to build upon any successes and always look for areas of improvement and systems growth. OJA has established the highest safety standards to ensure the well being of all athletes, coaches, and recreational participants involved in amateur Jiu Jitsu. OJA strives to be a leader within the sport jiu jitsu industry. ... OJA is committed to upholding the highest ethical principles in all of its operations and events.",,,"Arts martiaux","Ontario Jiu-Jitsu Association",correct,OJA,correct,"Ontario Jiu Jitsu Association",correct,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",kinsa,correct,,,"victory on superiority",correct,"OBS: JUDO. Kinsa: Japanese expression.",,,"Arts martiaux",kinsa,"correct,see observation",,,"victoire par décision","correct,feminine noun","OBS: JUDO. Kinsa : Expression japonaise.","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Alberta Kodokan Black Belt Association",correct,AKBBA,correct,"Judo Alberta",correct,"OBS: The Alberta Kodokan Black Belt Association, commonly known as Judo Alberta, is the governing body for the sport of Judo in the province of Alberta. The Association, incorporated in 1960, is a non-profit organization which operates on funds from the Alberta Sport, Recreation, Parks and Wildlife Foundation, fundraising programs, and membership fees. Judo Alberta serves the needs of its 1,100 members which consists of Judoka (athletes), instructors, coaches, officials, and supportive members.",,,"Arts martiaux","Alberta Kodokan Black Belt Association","correct,feminine noun",AKBBA,"correct,feminine noun","Judo Alberta","correct,masculine noun",,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","rolling breakfall",,,,,,,,,"Arts martiaux","brise-chute avant","correct,masculine noun",,,"chute avant;roulade avant","correct,feminine noun;feminine noun",,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Arab Judo Confederation",correct,,,,,,,,"Arts martiaux","Arab Judo Confederation","correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","double end bag",,,,,,,,,"Arts martiaux","sac à double fixation",,,,,,"OBS: Renseignement fourni par le club Jukado à Montréal.","OBS: Haut et bas.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",seoi-nage,correct,,,"shoulder throw",correct,"DEF: JUDO. A hand throwing technique in which judo players throw the opponent over their shoulder.","CONT: A characteristic body throw is seoi nage. Tori pivots into position, his back toward uke, locking his bent right elbow into uke's right armpit. Tori's knees are slightly bent, his upper body leans to his left. His right hip is against uke's right thigh. Tori lifts and wheels with his body as he pulls around and down with his arms to complete the throw.",,"Arts martiaux",seoi-nage,"correct,see observation",,,"projection d'épaule;projection par l'épaule","correct,feminine noun;correct,feminine noun","DEF: JUDO. Technique de bras par laquelle le combattant projette son adversaire par-dessus son épaule.","OBS: La plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","elbow strike",,,,"elbow smash",,"DEF: In traditional karate, it is an offensive striking technique using the bent elbow, either in an upward, a downward, a sideway, or a circular motion.","CONT: Elbow strikes can be made to the front, back or sides -- rising, falling or turning to the side -- when movement of the torso is restricted, you are grasped from behind, or the opponent has grabbed your arm.","CONT: Deliver a side elbow smash to the jaw and then reverse it to the other side.","Arts martiaux","coup de coude","masculine noun",,,"technique de coude","feminine noun","DEF: En karaté traditionnel, c'est une technique d'attaque ou de contre-attaque qui utilise le coude plié au maximum pour frapper vers le haut, vers le bas, de côté, ou dans un mouvement circulaire.","CONT: Les coups de coude («empi-uchi», ou «hiji-ate») [...] Cette arme naturelle est d'une grande utilisé en corps à corps ou sur petites distances.","CONT: Correctement focalisée, une technique de coude est en général décisive, mettant fin au combat.",,,,,,,,,,,,,,,,,,,,,
"Martial Arts",toketa,correct,,,"hold-down broken;hold broken;broken;holding broken",correct;correct,"DEF: JUDO. A command given by a referee to indicate to the timekeeper, the contestants and the onlookers generally that a contestant has effectively broken the hold by which he was being secured.",,,"Arts martiaux",toketa,"correct,see observation",,,"immobilisation interrompue;sortie d'immobilisation;interrompue","correct,feminine noun","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Judo New Brunswick",correct,,,,,,,,"Arts martiaux","Judo Nouveau-Brunswick",correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Thai boxing","correct,see observation,noun",,,"kickboxing;kick boxing","correct,see observation,noun;correct,see observation,noun","DEF: A form of boxing, especially popular in Oriental countries, in which kicking with bare feet is permitted.","CONT: Thai boxing, a favorite sport in Thailand, is similar to savate.","OBS: Savate was a French form of boxing in which the contestants used their feet rather than their fists. It was most in vogue during the 18th century.","Arts martiaux","boxe orientale","correct,see observation,feminine noun",,,,,"DEF: Sport pratiqué surtout en Orient et dérivé de la boxe française ou savate où les pugilistes s'affrontent avec des gants mais peuvent aussi frapper l'adversaire avec le pied nu.","OBS: boxe orientale : équivalent proposé (RCF, 1984, 544) qui fait bien la distinction entre le sport pratiqué en Orient (poings gantés, pieds nus) et celui qui se pratique, à compter de 1965 en France et de 1974 en Amérique (poings gantés, pieds chaussés).",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","PEI Karate Association",correct,PEIKA,correct,,,"OBS: Organization which is established in Montague, Prince Edward Island.",,,"Arts martiaux","PEI Karate Association","correct,feminine noun",PEIKA,"correct,feminine noun",,,"OBS: Organisme établi à Montague (Île-du-Prince-Édouard).",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",kata-te-jime,correct,,,"one-hand strangle",correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",kata-te-jime,"correct,see observation",,,"étranglement avec une main","correct,masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",ryote-jime,correct,,,"two-hand choke;both hands choke",correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",ryote-jime,"correct,see observation",,,"étranglement avec deux mains","correct,masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",sutemi,correct,,,sacrifice,correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",sutemi,"correct,see observation",,,sacrifice,"correct,masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",kata-ha-jime,correct,,,"single-wing strangle;back-shoulder strangle;single-wing lock",correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",kata-ha-jime,"correct,see observation",,,"étranglement en contrôlant un côté;étranglement par un côté","correct,masculine noun;correct,masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","under 48 kg",correct,,,"up to 48 kg",correct,,,,"Arts martiaux","jusqu'à 48 kg",correct,,,,,,,,,"Artes marciales","menos de 48 kg",correct,,,,,,,,,,,,,,,,,
"Martial Arts","hand throw",correct,,,,,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux","projection de la main","correct,feminine noun",,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",o-guruma,correct,,,"major wheel;major wheel throw",correct;correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",o-guruma,"correct,see observation",,,"grand enroulement","correct,masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","forearm guard",correct,,,,,"CONT: Protectors - headgear, trunk protector, forearm and shin guards and groin guards for both men and women, and breast guard for women - developed and licensed by the World Taekwondo Federation are mandatory in all sanctioned contests in accordance with the competition rules of the World Taekwondo Federation.",,,"Arts martiaux","protecteur d'avant-bras","correct,masculine noun",,,"protège avant-bras","masculine noun","OBS: Protecteur utilisé en taekwondo.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","International Amateur Muay Thai Federation",correct,IAMTF,correct,,,,,,"Arts martiaux","Fédération internationale amateur de Muay Thaï","correct,feminine noun",,,,,,,,,"Artes marciales","Federación Internacional Amateur de Muay Thai","feminine noun",IAMTF,,,,,,,,,,,,,,,,
"Martial Arts",keikoku,correct,,,warning,correct,"OBS: A judo term referring to a penalty given to a contestant who commits a serious infringement, and which results in a seven-point deduction.",,,"Arts martiaux",keikoku,correct,,,avertissement,"correct,masculine noun","OBS: À défaut de connaître le genre d'un terme japonais, le faire précéder du même article que celui accompagnant la forme française correspondante.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",hajime!,correct,,,begin!,correct,"DEF: The referee’s command to start a judo bout.","CONT: Judo. The referee calls """"hajime"""" to start the contest, or to resume the contest after """"matte"""" was called.",,"Arts martiaux",hajime!,correct,,,commencez!,correct,"DEF: Ordre de l’arbitre de commencer un affrontement de judo.",,,,"Artes marciales",hajime,correct,,,,,"DEF: Orden del árbitro de comenzar un combate de judo.",,,,,,,,,,,,
"Martial Arts",ippon,correct,,,"full point",correct,"DEF: The maximum score awarded to a judoka which results in an immediate end to the contest.","CONT: Ippon means full point. It is the highest score in a match. A score of ippon wins the match. When an opponent is thrown full or mostly on their back, with force, and control, the score is ippon. In groundwork a hold down of 25 seconds receives the score ippon. Ippon may also be awarded if the opponent gives up to an [armlock or strangle technique].",,"Arts martiaux",ippon,"correct,masculine noun",,,,,"DEF: Point maximal accordé à un judoka et qui met fin immédiatement à l’affrontement.","CONT: Toutefois, le combat peut ne durer que quelques secondes si un judoka réussit un ippon (10 points) en utilisant une technique appropriée. [...] Un combattant réussit un ippon (victoire immédiate) en projetant au sol son adversaire avec contrôle, force et vitesse; l’adversaire doit tomber sur le dos.","OBS: La plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,"Artes marciales",ippon,"correct,masculine noun",,,,,"DEF: Puntuación máxima otorgada a un judoca y que resulta en el final inmediato del combate.",,,,,,,,,,,,
"Martial Arts","Karate Newfoundland & Labrador",correct,,,,,"OBS: [Karate Newfoundland & Labrador is the] provincial sport organization for karate in NL [Newfoundland and Labrador] recognized by Karate Canada ...",,,"Arts martiaux","Karate Newfoundland & Labrador",correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",osaekomi,correct,,,"holding;hold down","correct;see observation,noun","CONT: JUDO... osae-komi 'holding' (called by the referee when one of the fighters has his opponent in a hold down).","OBS: hold down: Normally hyphenated.",,"Arts martiaux",osaekomi,"correct,see observation",,,immobilisation,"correct,feminine noun","OBS: JUDO. Le terme «osae-komi» a été relevé par une source Internet pour identifier l'annonce que fait l'arbitre lorsqu'un compétiteur réussit à entraîner son adversaire au sol et qu'il lui applique une technique d'immobilisation.","OBS: À défaut de connaître le genre d'un terme japonais, le faire précéder du même article que celui qui accompagne la forme française correspondante.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","low block",,,,,,,,,"Arts martiaux","blocage bas","masculine noun",,,,,"DEF: Blocage très efficace pour toutes les attaques basses, coups de pieds ou de poings au plexus, bas-ventre, etc.","OBS: Se rapporte au karaté.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",tsukuri,correct,,,"taking hold for throwing",correct,"DEF: JUDO. ... denotes the moment and position that exists when you have broken your opponent's balance so that it is easy to apply a throwing technique, while at the same time you have positioned yourself in the proper position to throw.",,,"Arts martiaux",tsukuri,"correct,see observation",,,"préparation de la projection;préparation du mouvement","correct,feminine noun;correct,feminine noun","DEF: JUDO. [...] consiste à placer votre corps dans la position qui vous est la plus avantageuse à un moment donné, selon votre adversaire (gros, petit, fort, rapide, etc.) et sa position de kuzushi (déséquilibre) que vous venez de créer.","OBS: La plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,
